method,prediction_mae,prediction_rmse,nominal_max_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,random_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,topology,seed,load_scale,ablation_family,ablation_variant,experiment_label,method_profile,history_window,transformer_model_dim,transformer_num_heads,transformer_num_layers,transformer_dropout,transformer_epochs,transformer_learning_rate,robust_max_scenarios,robust_num_central_scenarios,robust_include_random_scenario,robust_nominal_weight,robust_worst_case_weight,uncertainty_multiplier_config
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.041984997863248,1.5096742178205127,1.1091867748547009,0.7653827848856178,0.828233722568265,0.2346172151143822,0.1717662774317349,0.7676526623191446,0.830754946277134,0.6300446391105652,1.2896050214767456,1.0464106381286502,1.041985,2.0774423,nsfnet,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.950024203076923,2.3581660218803413,1.2420280415384617,0.6668470215964858,0.8329665748800044,0.3331529784035142,0.1670334251199957,0.6757981102490311,0.83428346621914,0.6164095401763916,1.517130732536316,1.0457474049990665,0.9500242,2.5333979,abilene,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700094153846,2.5538482992307694,1.346240424880342,0.6687806909394653,0.833573177291712,0.3312193090605347,0.1664268227082879,0.6774012940201026,0.8339232830904149,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.958849069846154,2.3668264615384618,1.2208321776239317,0.6561519738536468,0.827515466028377,0.3438480261463532,0.1724845339716229,0.6691073297884288,0.8346137272942198,0.6002161502838135,1.4041348695755005,1.0463896244912123,0.95884907,2.5569308153846158,abilene,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654590598292,2.4714388561965808,1.3255718974410255,0.6558784815454962,0.8284466838806218,0.3441215184545038,0.171553316119378,0.6694168516140222,0.8354900524543539,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9468887382564104,2.355209247051282,1.219844680547009,0.6839236784390808,0.8365105994431876,0.3160763215609193,0.1634894005568124,0.6764942323588529,0.8366925165701493,0.6327958703041077,1.2704874277114868,1.0454842362554246,0.94688874,2.5250366,abilene,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943401495726,2.5441225843589743,1.323109288625641,0.6857482150225184,0.8373540665125881,0.3142517849774817,0.1626459334874118,0.6770196985172922,0.8370190718887484,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,0.7276829992393162,1.5821410612307694,1.0747536432307692,0.8402076376988517,0.8769585801213281,0.1597923623011483,0.1230414198786719,0.838482798783897,0.8770558110199628,0.6234637498855591,1.1295514106750488,1.0462878841220518,0.727683023076923,1.3512189461538462,nsfnet,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4531796980773516,0.588977510287038,0.8643575962735043,1.7358337553675214,1.2760194572820514,0.839911191987357,0.8768174737664693,0.160088808012643,0.1231825262335305,0.8373934177197687,0.8774512825503444,,,,0.8643575900000001,1.6006793,nsfnet,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,0.6889724591794872,1.540953022923077,1.0328356019034188,0.842816396002575,0.8747438905615952,0.157183603997425,0.1252561094384048,0.8382791491306929,0.8752149770816702,0.605587899684906,1.1780002117156982,1.046631792363146,0.6889724584615385,1.3428508153846153,nsfnet,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,0.8156498147585469,1.693104404081197,1.2252970682564102,0.8445722112793272,0.874434346365602,0.1554277887206727,0.1255656536343979,0.8394235411694257,0.8746639520603883,,,,0.8156498038461538,1.5880813615384617,nsfnet,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,0.7213742291581197,1.5136078824102563,1.1091867748547009,0.837546989969544,0.8739881923679949,0.162453010030456,0.1260118076320051,0.8436937580546318,0.8752948940074432,0.6300446391105652,1.2896050214767456,1.0464106381286502,0.7213742307692308,1.4382292846153848,nsfnet,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,0.8601042228636752,1.6498861725897436,1.3165464363333332,0.8351822457821402,0.8741251684667315,0.1648177542178598,0.1258748315332684,0.8408489989608725,0.875841188017196,,,,0.8601042192307692,1.716680369230769,nsfnet,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,robust,conservative_s4,robust:conservative_s4,lp_only,8,128,8,2,0.1,160,0.001,4,2,1,0.35,0.65,0.25
